chapter_number,country,year,country_risk_level,country_risk_score,coverage_signal,compiler_action,private_record_count,private_page_count,partial_private_records,private_source_mix,private_record_titles,print_candidate_count,high_priority_print_candidates,medium_priority_print_candidates,undated_or_out_of_scope_country_print_candidates,undated_or_out_of_scope_high_priority_print_candidates,print_source_mix,top_print_leads,public_statement_count,public_statement_titles,daily_diary_reference_count,linked_daily_diary_references,daily_diary_reference_titles,recommended_country_actions,risk_signals
6,Ecuador,1992,High,68,"Thin private record; public-private mismatch",Compare public line to surrounding private material and add explanatory context where needed.,1,5,0,Presidential Memcon Files: 1,"1992-07-28 - Memcon - Meeting with Sixto Duran Ballen, PresidentElect of Ecuador, Julyu 28, 1992",0,0,0,12,2,,,14,"1992-01-22 - Statement by Press Secretary Fitzwater Announcing the Drug Summit in San Antonio, Texas; 1992-01-27 - Remarks at a Drug Control Strategy Meeting; 1992-01-31 - Remarks to the United Nations Security Council in New York City; 1992-02-26 - Remarks at the State Dinner for Drug Summit Participants in San Antonio; 1992-02-27 - Declaration of San Antonio; 1992-02-27 - Exchange With Reporters Following the News Conference in San Antonio; 1992-02-27 - Text of Remarks at the Opening Session of the Drug Summit in San Antonio; 1992-02-27 - The President's News Conference With the Drug Summit Participants in San Antonio; 1992-02-28 - Presidential Determination No. 92-18--Memorandum on Certification for Major Narcotics Producing and Transit Countries; 1992-04-02 - Message to the Senate Transmitting the 1985 Partial Revision of the Radio Regulations",15,2,"1992-01-27 - Presidential Daily Backup - [Presidential Daily Backup] 1/27/1992; 1992-01-27 - Presidential Daily Diary - [Presidential Daily Diary] 1/27/1992; 1992-01-31 - Presidential Daily Backup - [Presidential Daily Backup] 1/31/1992; 1992-01-31 - Presidential Daily Diary - [Presidential Daily Diary] 1/31/1992; 1992-02-26 - Presidential Daily Backup - [Presidential Daily Backup] 2/26/1992; 1992-02-27 - Presidential Daily Backup - [Presidential Daily Backup] 2/27/1992; 1992-03-31 - Presidential Daily Backup - [Presidential Daily Backup] 3/31/1992; 1992-04-01 - Presidential Daily Backup - [Presidential Daily Backup] 4/1/1992; 1992-04-21 - Presidential Daily Backup - [Presidential Daily Backup] 4/21/1992; 1992-07-28 - Presidential Daily Backup - [Presidential Daily Backup] 7/28/1992","Use high-priority print leads to test whether the current private record set is only a presidential-contact skeleton.; Build a public-private chronology and look for missing decision documents around statement dates.","Four or fewer released private records are in the country chapter.; 27 public statements contrast with sparse private records.; Private records come from a single source bucket."
7,Guyana,1989,Critical,86,"Thin private record; high print pressure",Use high-priority print leads to test whether the private chronology is only a presidential-contact skeleton.,1,5,0,Presidential Memcon Files: 1,"1989-06-19 - Memcon - The President's Meeting with President Desmond Hoyte of Guyana, June 19, 1989",19,15,2,11,10,"Latin American Directorate Chronological Files: 11; Latin American Affairs Directorate Subject Files: 8","May 13, 1989 - High - 72 - Photo Opportunity with the President for Guyanese; May 13, 1989 - High - 72 - Photo Opportunity with the President for Guyanese; May 24, 1989 - High - 72 - ' Request by Guyana’s President for a Brief Visit; May 24, 1989 - High - 72 - Request by Guyana’s President for a Brief Visit; June 16, 1989 - High - 72 - Background Paper and Points To Be Made for the; June 16, 1989 - High - 72 - Meeting with Guyanese President Hugh Desmond Hoyte,; June 19, 1989 - High - 72 - Meeting with Guyanese President Hugh Desmond; June 19, 1989 - High - 72 - Memorandum of the President’s Conversation with; June 19, 1989 - High - 72 - Memorandum of the President’s Conversation with; June 19, 1989 - High - 72 - Memorandum of the President’s Conversation with",0,,4,2,"1989-04-26 - Presidential Daily Backup - [Presidential Daily Backup] 4/26/1989; 1989-06-19 - Presidential Daily Backup - [Presidential Daily Backup] 6/19/1989; 1989-06-19 - Presidential Daily Diary - [Presidential Daily Diary] 6/19/1989; 1989-10-27 - Presidential Daily Backup - [Presidential Daily Backup] 10/27/1989","Prioritize adjacent NSC country files, State records, and withdrawal-sheet leads before treating the chapter as representative.","Only one or two released private records are in the country chapter.; 25 high-priority print leads exist against a thin private-record chapter.; Private records come from a single source bucket."
7,Guyana,1990,Critical,86,"No private records; public-private mismatch","Map public statements to surrounding briefing papers, memoranda, cables, and schedule records for this country-year.",0,0,0,,,0,0,0,11,10,,,1,1990-06-12 - Nomination of George Fleming Jones To Be United States Ambassador to Guyana,1,0,1990-05-07 - Presidential Daily Backup - [Presidential Daily Backup] 5/7/1990,"Prioritize adjacent NSC country files, State records, and withdrawal-sheet leads before treating the chapter as representative.","Only one or two released private records are in the country chapter.; 25 high-priority print leads exist against a thin private-record chapter.; Private records come from a single source bucket."
7,Guyana,1991,Critical,86,No private record identified,Treat this country-year as a gap until non-presidential and agency files are checked.,0,0,0,,,0,0,0,11,10,,,0,,1,0,1991-07-10 - Presidential Daily Backup - [Presidential Daily Backup] 7/10/1991,"Prioritize adjacent NSC country files, State records, and withdrawal-sheet leads before treating the chapter as representative.","Only one or two released private records are in the country chapter.; 25 high-priority print leads exist against a thin private-record chapter.; Private records come from a single source bucket."
7,Guyana,1992,Critical,86,No private record identified,Treat this country-year as a gap until non-presidential and agency files are checked.,0,0,0,,,0,0,0,11,10,,,0,,2,0,"1992-04-21 - Presidential Daily Backup - [Presidential Daily Backup] 4/21/1992; 1992-04-21 - Presidential Daily Diary - [Presidential Daily Diary] 4/21/1992","Prioritize adjacent NSC country files, State records, and withdrawal-sheet leads before treating the chapter as representative.","Only one or two released private records are in the country chapter.; 25 high-priority print leads exist against a thin private-record chapter.; Private records come from a single source bucket."
8,Paraguay,1989,Critical,89,"No private records; high print pressure",Prioritize high-priority print leads and adjacent NSC/State files for this country-year before closing the chapter chronology.,0,0,0,,,20,14,6,7,5,"Latin American Directorate Chronological Files: 12; Latin American Affairs Directorate Subject Files: 8","September 18, 1989 - High - 90 - Presidential Letter to Jamaican Prime Minister; May 9, 1989 - High - 78 - Request for Aircraft to Transport the U.S. Delegation; May 9, 1989 - High - 78 - Request for Aircraft to Transport the U.S. Delegation; May 9, 1989 - High - 72 - Request for Aircraft for U.S. Official Delegation; May 9, 1989 - High - 72 - Request for Aircraft for U.S. Official Delegation; May 15, 1989 - High - 72 - Background Paper and Points to Be Made for the; May 15, 1989 - High - 72 - Background Paper and Points to Be Made for the; August 22, 1989 - High - 72 - Talking Points for Telephone Conversations with; September 20, 1989 - High - 72 - Request from Paraguayan President Rodriguez to Meet; September 21, 1989 - High - 72 - Letter to the President from U.S. Families in",2,"1989-05-02 - Remarks to the Council of the Americas; 1989-07-31 - Continuation of Timothy Lathrop To well as United States Ambassador to Paraguay",9,3,"1989-04-01 - Presidential Daily Backup - [Presidential Daily Backup] 4/1/1989; 1989-05-02 - Presidential Daily Backup - [Presidential Daily Backup] 5/2/1989; 1989-05-13 - Presidential Daily Backup - [Presidential Daily Backup] 5/13/1989; 1989-09-25 - Presidential Daily Backup - [Presidential Daily Backup] 9/25/1989; 1989-10-27 - Presidential Daily Backup - [Presidential Daily Backup] 10/27/1989; 1989-11-13 - Presidential Daily Backup - [Presidential Daily Backup] 11/13/1989; 1989-11-13 - Presidential Daily Diary - [Presidential Daily Diary] 11/13/1989; 1989-11-14 - Presidential Daily Backup - [Presidential Daily Backup] 11/14/1989; 1989-11-15 - Presidential Daily Backup - [Presidential Daily Backup] 11/15/1989","Prioritize adjacent NSC country files, State records, and withdrawal-sheet leads before treating the chapter as representative.; Build a public-private chronology and look for missing decision documents around statement dates.","Only one or two released private records are in the country chapter.; 19 high-priority print leads may materially alter the chapter chronology.; 23 public statements contrast with sparse private records."
8,Paraguay,1990,Critical,89,"Thin private record; public-private mismatch",Compare public line to surrounding private material and add explanatory context where needed.,1,2,0,Presidential Memcon Files: 1,"1990-06-15 - Memcon - Meeting with Andres Rodriguez of Paraguay, June 15, 1990",0,0,0,7,5,,,9,"1990-02-28 - Remarks at a Fundraising Dinner for Gubernatorial Candidate Pete Wilson in San Francisco, California; 1990-03-01 - Statement by Press Secretary Fitzwater on Narcotics Control Certification; 1990-05-22 - Remarks to the Council of the Americas; 1990-06-15 - Statement by Press Secretary Fitzwater on President Bush's Meeting With President Andrés Rodriguez Pedotti of Paraguay; 1990-11-30 - Written Responses to Questions Submitted by the South American Press; 1990-12-03 - Remarks at a Luncheon for the Business Community in Brasilia, Brazil; 1990-12-04 - Question-and-Answer Session With Reporters in Montevideo, Uruguay; 1990-12-04 - Remarks to a Joint Session of the Congress in Montevideo, Uruguay; 1990-12-07 - Toast at a State Dinner in Caracas, Venezuela",16,9,"1990-03-12 - Presidential Daily Backup - [Presidential Daily Backup] 3/12/1990; 1990-03-12 - Presidential Daily Diary - [Presidential Daily Diary] 3/12/1990; 1990-04-26 - Presidential Daily Backup - [Presidential Daily Backup] 4/26/1990; 1990-04-26 - Presidential Daily Diary - [Presidential Daily Diary] 4/26/1990; 1990-05-01 - Presidential Daily Backup - [Presidential Daily Backup] 5/1/1990; 1990-05-08 - Presidential Daily Backup - [Presidential Daily Backup] 5/8/1990; 1990-05-08 - Presidential Daily Diary - [Presidential Daily Diary] 5/8/1990; 1990-05-22 - Presidential Daily Backup - [Presidential Daily Backup] 5/22/1990; 1990-06-15 - Presidential Daily Backup - [Presidential Daily Backup] 6/15/1990; 1990-06-15 - Presidential Daily Diary - [Presidential Daily Diary] 6/15/1990","Prioritize adjacent NSC country files, State records, and withdrawal-sheet leads before treating the chapter as representative.; Build a public-private chronology and look for missing decision documents around statement dates.","Only one or two released private records are in the country chapter.; 19 high-priority print leads may materially alter the chapter chronology.; 23 public statements contrast with sparse private records."
8,Paraguay,1991,Critical,89,"Thin private record; public-private mismatch",Compare public line to surrounding private material and add explanatory context where needed.,1,3,0,Presidential Telcon Files: 1,"1991-01-31 - Telcon - Telephone ccmversation with President Andres Rodriguez of Paraguay, January 31, 1991",0,0,0,7,5,,,9,"1991-01-10 - Nomination of Jon D. Glassman To Be United States Ambassador to Paraguay; 1991-02-04 - Letter to Congressional Leaders on Beneficiary Trade Status for the Central African Republic, Paraguay, and Namibia; 1991-02-04 - Statement by Press Secretary Fitzwater on Beneficiary Trade Status for the Central African Republic, Chile, Namibia, and Paraguay; 1991-03-01 - Presidential Determination No. 91-22--Memorandum on Narcotics Control Certification; 1991-05-20 - Message on Cuban Independence Day; 1991-06-18 - Remarks at the Welcoming Ceremony for President Fernando Collor de Mello of Brazil; 1991-06-19 - Remarks by President Bush and President Collor of Brazil on Signing an Enterprise for the Americas Initiative Multilateral Trade Agreement; 1991-06-19 - Statement by Press Secretary Fitzwater on the Establishment of the Council on Trade and Investment; 1991-06-27 - Remarks Commemorating the First Anniversary of the Enterprise for the Americas Initiative and an Exchange With Reporters",16,6,"1991-01-31 - Presidential Daily Backup - [Presidential Daily Backup] 1/31/1991; 1991-01-31 - Presidential Daily Diary - [Presidential Daily Diary] 1/31/1991; 1991-02-20 - Presidential Daily Backup - [Presidential Daily Backup] 2/20/1991; 1991-02-26 - Presidential Daily Backup - [Presidential Daily Backup] 2/26/1991; 1991-03-19 - Presidential Daily Backup - [Presidential Daily Backup] 3/19/1991; 1991-05-03 - Presidential Daily Backup - [Presidential Daily Backup] 5/3/1991; 1991-05-16 - Presidential Daily Backup - [Presidential Daily Backup] 5/16/1991; 1991-06-18 - Presidential Daily Backup - [Presidential Daily Backup] 6/18/1991; 1991-06-19 - Presidential Daily Backup - [Presidential Daily Backup] 6/19/1991; 1991-06-19 - Presidential Daily Diary - [Presidential Daily Diary] 6/19/1991","Prioritize adjacent NSC country files, State records, and withdrawal-sheet leads before treating the chapter as representative.; Build a public-private chronology and look for missing decision documents around statement dates.","Only one or two released private records are in the country chapter.; 19 high-priority print leads may materially alter the chapter chronology.; 23 public statements contrast with sparse private records."
8,Paraguay,1992,Critical,89,"No private records; public-private mismatch","Map public statements to surrounding briefing papers, memoranda, cables, and schedule records for this country-year.",0,0,0,,,0,0,0,7,5,,,3,"1992-02-28 - Presidential Determination No. 92-18--Memorandum on Certification for Major Narcotics Producing and Transit Countries; 1992-04-23 - Remarks to the Forum of the Americas; 1992-07-23 - Remarks on Signing the Higher Education Amendments of 1992 in Annandale, Virginia",10,2,"1992-04-09 - Presidential Daily Backup - [Presidential Daily Backup] 4/9/1992; 1992-04-23 - Presidential Daily Backup - [Presidential Daily Backup] 4/23/1992; 1992-04-28 - Presidential Daily Backup - [Presidential Daily Backup] 4/28/1992; 1992-05-05 - Presidential Daily Backup - [Presidential Daily Backup] 5/5/1992; 1992-05-05 - Presidential Daily Diary - [Presidential Daily Diary] 5/5/1992; 1992-05-13 - Presidential Daily Backup - [Presidential Daily Backup] 5/13/1992; 1992-07-23 - Presidential Daily Backup - [Presidential Daily Backup] 7/23/1992; 1992-09-08 - Presidential Daily Backup - [Presidential Daily Backup] 9/8/1992; 1992-09-08 - Presidential Daily Diary - [Presidential Daily Diary] 9/8/1992; 1992-12-08 - Presidential Daily Backup - [Presidential Daily Backup] 12/8/1992","Prioritize adjacent NSC country files, State records, and withdrawal-sheet leads before treating the chapter as representative.; Build a public-private chronology and look for missing decision documents around statement dates.","Only one or two released private records are in the country chapter.; 19 high-priority print leads may materially alter the chapter chronology.; 23 public statements contrast with sparse private records."
9,Peru,1989,Critical,87,"Thin private record; high print pressure",Use high-priority print leads to test whether the private chronology is only a presidential-contact skeleton.,1,5,0,Presidential Telcon Files: 1,"1989-05-13 - Telcon - Telephone Conversation with President Alan Garcia of Peru, May 13, 1989",26,20,6,19,9,"Latin American Affairs Directorate Subject Files: 14; Latin American Directorate Chronological Files: 12","May 22, 1989 - High - 90 - Possible Call to the President from Peruvian; May 22, 1989 - High - 90 - Possible Call to the President from Peruvian; June 5, 1989 - High - 90 - Letters for Families of Victims Killed in Peru on; September 7, 1989 - High - 90 - Vargas Llosa; September 13, 1989 - High - 90 - Meeting with Amnesty International CHRON; September 16, 1989 - High - 90 - Meeting with President Bush for the Chiefs of Mission; September 18, 1989 - High - 90 - Request for Meeting with the President for U.S.; September 18, 1989 - High - 90 - Request for Meeting with the President for U.S.; October 30, 1989 - High - 90 - Telephone Call to Colombian President; October 30, 1989 - High - 90 - Telephone Call to Colombian President",12,"1989-02-08 - Remarks and a Question-and-Answer Session With Reporters Prior to a Meeting With William J. Bennett; 1989-03-03 - Remarks on Drug Trafficking Prior to a Luncheon With Administration Officials; 1989-03-09 - Remarks to Drug Enforcement Administration Officers in New York, New York; 1989-03-22 - Question-and-Answer Session at the Wilmington Cluster Against Substance Abuse Program in Delaware; 1989-03-22 - Remarks to the Law Enforcement Community in Wilmington, Delaware; 1989-04-27 - Remarks at the International Drug Enforcement Conference in Miami, Florida; 1989-05-09 - Interview With Members of the White House Press Corps; 1989-08-15 - The President's News Conference; 1989-08-31 - News Conference of the President and Prime Minister Brian Mulroney of Canada in Kennebunkport, Maine; 1989-09-05 - Address to the Nation on the National Drug Control Strategy",31,7,"1989-03-03 - Presidential Daily Backup - [Presidential Daily Backup] 3/3/1989; 1989-03-03 - Presidential Daily Diary - [Presidential Daily Diary] 3/3/1989; 1989-03-10 - Presidential Daily Backup - [Presidential Daily Backup] 3/10/1989; 1989-03-22 - Presidential Daily Backup - [Presidential Daily Backup] 3/22/1989; 1989-05-04 - Presidential Daily Backup - [Presidential Daily Backup] 5/4/1989; 1989-05-08 - Presidential Daily Backup - [Presidential Daily Backup] 5/8/1989; 1989-05-08 - Presidential Daily Diary - [Presidential Daily Diary] 5/8/1989; 1989-05-09 - Presidential Daily Backup - [Presidential Daily Backup] 5/9/1989; 1989-05-11 - Presidential Daily Backup - [Presidential Daily Backup] 5/11/1989; 1989-05-11 - Presidential Daily Diary - [Presidential Daily Diary] 5/11/1989","Use high-priority print leads to test whether the current private record set is only a presidential-contact skeleton.; Build a public-private chronology and look for missing decision documents around statement dates.","Four or fewer released private records are in the country chapter.; 29 high-priority print leads exist against a thin private-record chapter.; 66 public statements contrast with sparse private records."
9,Peru,1990,Critical,87,"No private records; public-private mismatch","Map public statements to surrounding briefing papers, memoranda, cables, and schedule records for this country-year.",0,0,0,,,0,0,0,19,9,,,19,"1990-01-17 - Remarks on the United States Military Action in Panama and an Exchange With Reporters; 1990-02-12 - The President's News Conference; 1990-02-15 - Statement on the Drug Summit in Cartagena, Colombia; 1990-02-15 - The President's News Conference Following the Drug Summit in Cartagena, Colombia; 1990-02-21 - Remarks and a Question-and-Answer Session at the Annual Dinner of the Business Council; 1990-02-28 - Remarks at a Fundraising Dinner for Gubernatorial Candidate Pete Wilson in San Francisco, California; 1990-03-01 - Statement by Press Secretary Fitzwater on Narcotics Control Certification; 1990-03-02 - Remarks to the Academy of Television Arts and Sciences in Los Angeles, California; 1990-04-26 - Remarks at a White House Briefing for Conservative Leaders; 1990-05-03 - The President's News Conference",25,6,"1990-02-02 - Presidential Daily Backup - [Presidential Daily Backup] 2/2/1990; 1990-02-12 - Presidential Daily Backup - [Presidential Daily Backup] 2/12/1990; 1990-02-15 - Presidential Daily Backup - [Presidential Daily Backup] 2/15/1990; 1990-02-15 - Presidential Daily Diary - [Presidential Daily Diary] 2/15/1990; 1990-02-21 - Presidential Daily Backup - [Presidential Daily Backup] 2/21/1990; 1990-02-28 - Presidential Daily Backup - [Presidential Daily Backup] 2/28/1990; 1990-04-26 - Presidential Daily Backup - [Presidential Daily Backup] 4/26/1990; 1990-05-03 - Presidential Daily Backup - [Presidential Daily Backup] 5/3/1990; 1990-05-04 - Presidential Daily Backup - [Presidential Daily Backup] 5/4/1990; 1990-05-08 - Presidential Daily Backup - [Presidential Daily Backup] 5/8/1990","Use high-priority print leads to test whether the current private record set is only a presidential-contact skeleton.; Build a public-private chronology and look for missing decision documents around statement dates.","Four or fewer released private records are in the country chapter.; 29 high-priority print leads exist against a thin private-record chapter.; 66 public statements contrast with sparse private records."
9,Peru,1991,Critical,87,Coverage present,Use existing private records as the anchor and scan leads only for annotation or missing-decision context.,2,14,0,Presidential Memcon Files: 2,"1991-09-17 - Memcon - Luncheon with Alberto Fujimori, President of Peru, September 17, 1991 (2 of 2); 1991-09-17 - Memcon - Meeting with Alberto Fujimori, President of Peru, September 17, 1991 (1 of 2)",0,0,0,19,9,,,9,"1991-03-01 - Presidential Determination No. 91-22--Memorandum on Narcotics Control Certification; 1991-04-25 - Memorandum on Modifications of the Generalized System of Preferences; 1991-06-27 - Remarks Commemorating the First Anniversary of the Enterprise for the Americas Initiative and an Exchange With Reporters; 1991-09-17 - Remarks Following Discussions With President Alberto Fujimori of Peru; 1991-09-20 - Statement by Press Secretary Fitzwater on Peru's Drug Interdiction Efforts; 1991-09-23 - Remarks at a Luncheon Hosted by United Nations Secretary- General Javier Perez de Cuellar in New York City; 1991-10-28 - Statement by Press Secretary Fitzwater on the Proposed Antinarcotics Summit; 1991-12-04 - Statement on Signing Legislation on Trade and Unemployment Benefits; 1991-12-12 - Remarks on Presenting the Medal of Freedom and the Presidential Award for Exceptional Service to United Nations Officials",41,2,"1991-02-14 - Presidential Daily Backup - [Presidential Daily Backup] 2/14/1991; 1991-02-20 - Presidential Daily Backup - [Presidential Daily Backup] 2/20/1991; 1991-02-27 - Presidential Daily Backup - [Presidential Daily Backup] 2/27/1991; 1991-03-19 - Presidential Daily Backup - [Presidential Daily Backup] 3/19/1991; 1991-04-04 - Presidential Daily Backup - [Presidential Daily Backup] 4/4/1991; 1991-04-05 - Presidential Daily Backup - [Presidential Daily Backup] 4/5/1991; 1991-04-08 - Presidential Daily Backup - [Presidential Daily Backup] 4/8/1991; 1991-04-10 - Presidential Daily Backup - [Presidential Daily Backup] 4/10/1991; 1991-04-11 - Presidential Daily Backup - [Presidential Daily Backup] 4/11/1991; 1991-04-11 - Presidential Daily Diary - [Presidential Daily Diary] 4/11/1991","Use high-priority print leads to test whether the current private record set is only a presidential-contact skeleton.; Build a public-private chronology and look for missing decision documents around statement dates.","Four or fewer released private records are in the country chapter.; 29 high-priority print leads exist against a thin private-record chapter.; 66 public statements contrast with sparse private records."
9,Peru,1992,Critical,87,"Thin private record; public-private mismatch",Compare public line to surrounding private material and add explanatory context where needed.,1,5,0,Presidential Telcon Files: 1,"1992-04-20 - Telcon - Telcon with Alberto Fujimori of Peru on April 20, 1992",0,0,0,19,9,,,26,"1992-01-22 - Statement by Press Secretary Fitzwater Announcing the Drug Summit in San Antonio, Texas; 1992-01-27 - Remarks at a Drug Control Strategy Meeting; 1992-02-26 - Exchange With Reporters Prior to Discussions With President Alberto Kenyo Fujimori of Peru in San Antonio, Texas; 1992-02-26 - Remarks at the State Dinner for Drug Summit Participants in San Antonio; 1992-02-27 - Declaration of San Antonio; 1992-02-27 - Exchange With Reporters Following the News Conference in San Antonio; 1992-02-27 - Text of Remarks at the Opening Session of the Drug Summit in San Antonio; 1992-02-27 - The President's News Conference With the Drug Summit Participants in San Antonio; 1992-02-28 - Presidential Determination No. 92-18--Memorandum on Certification for Major Narcotics Producing and Transit Countries; 1992-04-06 - Statement by Deputy Press Secretary Smith on the Peruvian Government Crisis",18,5,"1992-01-21 - Presidential Daily Backup - [Presidential Daily Backup] 1/21/1992; 1992-01-27 - Presidential Daily Backup - [Presidential Daily Backup] 1/27/1992; 1992-01-27 - Presidential Daily Diary - [Presidential Daily Diary] 1/27/1992; 1992-02-26 - Presidential Daily Backup - [Presidential Daily Backup] 2/26/1992; 1992-02-27 - Presidential Daily Backup - [Presidential Daily Backup] 2/27/1992; 1992-03-20 - Presidential Daily Backup - [Presidential Daily Backup] 3/20/1992; 1992-04-08 - Presidential Daily Backup - [Presidential Daily Backup] 4/8/1992; 1992-04-09 - Presidential Daily Backup - [Presidential Daily Backup] 4/9/1992; 1992-04-20 - Presidential Daily Backup - [Presidential Daily Backup] 4/20/1992; 1992-04-20 - Presidential Daily Diary - [Presidential Daily Diary] 4/20/1992","Use high-priority print leads to test whether the current private record set is only a presidential-contact skeleton.; Build a public-private chronology and look for missing decision documents around statement dates.","Four or fewer released private records are in the country chapter.; 29 high-priority print leads exist against a thin private-record chapter.; 66 public statements contrast with sparse private records."
10,Suriname,1989,Critical,90,"No private records; print leads exist",Verify print leads and decide whether they supply the missing country-year narrative.,0,0,0,,,2,0,2,3,2,Latin American Directorate Chronological Files: 2,,0,,4,0,"1989-05-11 - Presidential Daily Backup - [Presidential Daily Backup] 5/11/1989; 1989-05-11 - Presidential Daily Diary - [Presidential Daily Diary] 5/11/1989; 1989-10-27 - Presidential Daily Backup - [Presidential Daily Backup] 10/27/1989; 1989-11-14 - Presidential Daily Backup - [Presidential Daily Backup] 11/14/1989","Treat this chapter as unresolved until non-presidential, State, NSC country, or agency files are checked.",No released private memcon/telcon record is currently in the country chapter.
10,Suriname,1990,Critical,90,"No private records; public-private mismatch","Map public statements to surrounding briefing papers, memoranda, cables, and schedule records for this country-year.",0,0,0,,,0,0,0,3,2,,,1,1990-09-20 - Nomination of John P. Leonard To Be United States Ambassador to Suriname,2,0,"1990-12-20 - Presidential Daily Backup - [Presidential Daily Backup] 12/20/1990; 1990-12-20 - Presidential Daily Diary - [Presidential Daily Diary] 12/20/1990","Treat this chapter as unresolved until non-presidential, State, NSC country, or agency files are checked.",No released private memcon/telcon record is currently in the country chapter.
10,Suriname,1991,Critical,90,"No private records; public-private mismatch","Map public statements to surrounding briefing papers, memoranda, cables, and schedule records for this country-year.",0,0,0,,,0,0,0,3,2,,,1,1991-05-03 - Statement by Press Secretary Fitzwater on President Bush's Meeting With President Carlos Andres Perez of Venezuela,4,1,"1991-06-11 - Presidential Daily Backup - [Presidential Daily Backup] 6/11/1991; 1991-06-18 - Presidential Daily Backup - [Presidential Daily Backup] 6/18/1991; 1991-07-10 - Presidential Daily Backup - [Presidential Daily Backup] 7/10/1991; 1991-12-13 - Presidential Daily Backup - [Presidential Daily Backup] 12/13/1991","Treat this chapter as unresolved until non-presidential, State, NSC country, or agency files are checked.",No released private memcon/telcon record is currently in the country chapter.
10,Suriname,1992,Critical,90,"No private records; public-private mismatch","Map public statements to surrounding briefing papers, memoranda, cables, and schedule records for this country-year.",0,0,0,,,0,0,0,3,2,,,2,"1992-02-03 - Exchange With Reporters Prior to Discussions With President Ronald Venetiaan of Suriname; 1992-02-03 - Statement by Press Secretary Fitzwater on the President's Meeting With President Ronald Venetiaan of Suriname",5,0,"1992-02-03 - Presidential Daily Backup - [Presidential Daily Backup] 2/3/1992; 1992-02-03 - Presidential Daily Diary - [Presidential Daily Diary] 2/3/1992; 1992-11-18 - Presidential Daily Backup - [Presidential Daily Backup] 11/18/1992; 1992-11-19 - Presidential Daily Backup - [Presidential Daily Backup] 11/19/1992; 1992-11-19 - Presidential Daily Diary - [Presidential Daily Diary] 11/19/1992","Treat this chapter as unresolved until non-presidential, State, NSC country, or agency files are checked.",No released private memcon/telcon record is currently in the country chapter.
11,Uruguay,1989,Medium,32,"Private record present; high print pressure",Triage high-priority leads against the verified private records for possible print additions or annotations.,3,14,0,"Presidential Telcon Files: 2; Presidential Memcon Files: 1","1989-05-13 - Telcon - Presidential Telephone Calls to Presidents Sanguinetti, Alfonsin, and Garcia on May 13 (2 of 2); 1989-05-13 - Telcon - The President's Telephone Conversation with President Sanguinetti of Uruguay, May 13, 1989 (1 of 2); 1989-09-15 - Memcon - Meeting with Uruguayan President Julio Maria Sanguinetti, September 15, 1989",34,21,12,17,7,"Latin American Affairs Directorate Subject Files: 17; Latin American Directorate Chronological Files: 17","August 16, 1989 - High - 90 - President Julio Maria Sanguinetti of Uruguay Requests a; August 16, 1989 - High - 90 - President Julio Maria Sanguinetti of Uruguay Requests a; September 13, 1989 - High - 90 - Presidential Meeting with Uruguayan President; September 13, 1989 - High - 90 - Presidential Meeting with Uruguayan President; September 15, 1989 - High - 90 - Presidential Meeting with Uruguayan President; December 20, 1989 - High - 90 - President-Elect Luis Alberto Lacalle of Uruguay; June 28, 1989 - High - 78 - Presidential Reply to Letter from the President of; June 28, 1989 - High - 78 - Presidential Reply to Letter from the President of; June 30, 1989 - High - 78 - Presidential Reply to Letter from the President of; April 27, 1989 - High - 72 - Two Requests for Meetings with the President",1,1989-05-05 - Continuation of Malcolm Richard Wilkey as Ambassador to Uruguay,16,4,"1989-01-25 - Presidential Daily Backup - [Presidential Daily Backup] 1/25/1989; 1989-02-06 - Presidential Daily Backup - [Presidential Daily Backup] 2/6/1989; 1989-03-14 - Presidential Daily Backup - [Presidential Daily Backup] 3/14/1989; 1989-03-29 - Presidential Daily Backup - [Presidential Daily Backup] 3/29/1989; 1989-05-13 - Presidential Daily Backup - [Presidential Daily Backup] 5/13/1989; 1989-05-13 - Presidential Daily Diary - [Presidential Daily Diary] 5/13/1989; 1989-06-27 - Presidential Daily Backup - [Presidential Daily Backup] 6/27/1989; 1989-07-06 - Presidential Daily Backup - [Presidential Daily Backup] 7/6/1989; 1989-07-14 - Presidential Daily Backup - [Presidential Daily Backup] 7/14/1989; 1989-09-01 - Presidential Daily Backup - [Presidential Daily Backup] 9/1/1989",Cross-check major public statements and high-priority leads against the country chronology.,"The private record set is modest and may miss issue-level policy development.; 32 high-priority print leads may materially alter the chapter chronology."
